Age,Race,Gender,Num_Prior_Offenses,Months_Since_Last_Offense,Reoffend
34,Asian,Male,10,32,1
56,White,Female,1,22,0
41,White,Male,8,34,1
53,White,Male,3,41,0
19,White,Female,7,20,1
53,White,Male,3,41,1
18,Black,Female,7,55,1
28,Asian,Female,4,11,1
26,Hispanic,Female,7,58,0
57,Other,Male,5,59,0
35,Black,Male,10,19,1
54,Hispanic,Female,6,24,1
52,Black,Male,8,2,1
50,Asian,Female,8,48,1
46,Hispanic,Female,3,15,0
59,Asian,Female,9,43,1
17,Black,Male,9,16,1
49,Hispanic,Male,8,43,0
18,Asian,Female,9,26,1
47,Other,Female,2,44,1
38,Hispanic,Male,9,23,0
64,Black,Female,4,48,1
59,White,Male,3,41,1
18,White,Male,7,53,1
61,White,Female,7,1,1
25,Asian,Female,8,36,1
34,White,Female,3,29,0
42,Asian,Female,7,50,0
60,White,Female,7,2,1
33,White,Female,7,39,1
62,Hispanic,Female,1,59,0
30,White,Female,2,22,0
36,Hispanic,Female,8,12,1
62,Black,Female,9,57,0
53,White,Female,6,49,1
49,White,Male,8,19,1
34,Black,Female,4,35,1
16,White,Male,7,53,1
23,Black,Male,4,47,0
31,Black,Male,10,7,1
44,White,Male,8,55,1
59,White,Female,3,54,0
20,Asian,Female,8,52,1
18,White,Female,3,38,1
49,Asian,Female,10,58,1
28,Asian,Male,6,23,1
56,Hispanic,Male,8,48,0
45,Hispanic,Male,5,56,0
61,White,Female,1,23,1
38,Hispanic,Male,2,58,0
38,White,Female,6,53,1
54,White,Male,4,38,0
21,Black,Male,9,5,1
26,White,Female,1,40,0
61,Black,Female,7,2,1
23,White,Male,10,29,1
59,Asian,Male,2,5,0
50,Black,Female,9,39,1
64,White,Female,2,9,0
29,Asian,Male,10,25,0
45,Other,Female,5,58,1
18,White,Male,6,59,0
49,White,Male,10,13,1
18,White,Male,8,48,0
34,Hispanic,Male,2,23,0
32,Asian,Male,5,59,0
25,White,Female,3,50,0
43,White,Female,6,9,0
30,Asian,Female,5,9,1
20,White,Male,3,1,1
52,Black,Female,6,32,1
25,White,Male,2,57,0
32,White,Male,2,22,1
31,Black,Female,1,52,0
50,Black,Male,5,32,0
52,Hispanic,Male,6,58,0
41,Black,Male,4,37,0
19,Other,Male,5,57,0
38,Black,Male,3,8,1
51,Black,Female,1,4,0
64,White,Male,8,2,0
63,White,Female,4,34,1
24,Other,Male,10,39,1
28,Black,Male,6,28,1
40,White,Female,9,58,0
28,White,Female,9,48,1
23,Black,Female,5,9,0
27,Black,Female,6,20,1
62,Black,Female,2,17,0
51,Black,Female,7,51,1
40,White,Male,5,38,0
43,White,Female,8,37,1
32,White,Male,6,18,1
43,White,Female,3,22,0
24,Asian,Female,1,31,0
19,Hispanic,Female,1,3,1
45,Black,Female,10,36,1
43,Asian,Male,4,30,1
35,Asian,Female,3,45,0
38,White,Male,2,4,0
22,Black,Male,6,36,0
58,Hispanic,Female,9,44,1
17,Other,Male,10,56,0
39,Hispanic,Female,8,12,0
35,Black,Male,4,36,1
54,White,Female,9,32,1
45,White,Female,2,37,0
25,Black,Male,6,11,1
41,White,Female,8,4,1
45,Asian,Male,5,6,0
61,White,Male,1,40,0
42,Black,Female,3,32,0
61,Black,Male,6,56,0
33,Other,Male,7,9,1
62,Black,Female,5,11,1
63,Asian,Female,6,35,1
55,Other,Female,10,45,0
58,Asian,Female,8,55,0
39,Asian,Male,10,48,0
62,Hispanic,Male,1,1,0
42,Black,Male,3,58,0
45,White,Male,3,3,0
35,White,Male,3,33,0
45,White,Female,6,45,0
35,White,Female,1,20,0
44,Hispanic,Male,5,5,1
18,Hispanic,Male,5,15,1
19,Hispanic,Female,6,13,0
55,White,Male,2,52,0
58,White,Male,5,55,1
28,Asian,Female,9,56,1
16,Black,Female,7,29,1
17,Black,Male,4,31,1
54,Black,Female,1,30,0
39,Black,Male,6,10,1
29,Asian,Male,2,27,1
51,Black,Male,4,1,1
41,Black,Male,9,11,1
37,Black,Female,5,52,0
20,White,Female,9,17,1
34,White,Female,1,38,0
54,White,Female,6,50,0
48,White,Male,4,20,0
39,Asian,Female,10,23,1
24,Hispanic,Male,2,55,0
47,White,Female,9,44,0
16,Asian,Male,6,10,1
65,Black,Male,10,59,0
45,White,Female,10,35,1
51,White,Female,2,43,0
42,White,Female,3,58,0
33,Hispanic,Male,1,58,0
59,Hispanic,Female,9,5,1
17,Hispanic,Male,7,40,1
36,Asian,Female,1,4,1
52,Black,Male,8,42,1
55,White,Male,4,54,0
28,White,Male,7,42,1
16,Hispanic,Female,9,53,0
64,White,Male,7,7,1
17,White,Male,4,19,1
56,Hispanic,Female,9,58,0
45,Black,Female,6,30,0
16,White,Female,8,59,0
27,White,Female,1,45,0
25,White,Male,3,27,1
19,Black,Female,3,14,0
45,White,Male,4,36,0
22,Black,Female,7,23,1
32,White,Male,6,8,1
34,White,Female,9,42,1
17,Black,Female,10,8,1
32,Black,Male,6,33,1
46,White,Male,2,41,0
44,White,Female,3,6,0
43,White,Male,1,42,0
60,Other,Male,2,47,0
26,Hispanic,Male,8,44,1
34,White,Female,8,16,1
49,Asian,Male,4,54,0
25,Hispanic,Male,2,18,0
31,Asian,Female,7,21,0
44,Asian,Male,2,15,0
51,White,Male,6,60,0
16,Hispanic,Female,5,6,1
35,White,Female,7,39,0
35,Other,Male,10,40,1
31,White,Female,10,58,1
31,White,Female,8,40,0
58,Black,Female,2,48,1
35,White,Male,6,47,0
46,White,Male,1,7,0
18,White,Male,6,46,1
54,Other,Male,3,12,0
43,White,Male,2,19,0
34,White,Male,8,34,1
47,White,Male,2,5,0
54,Black,Female,1,18,0
53,White,Female,8,60,0
58,Asian,Male,4,21,0
63,Black,Male,2,47,0
54,Hispanic,Male,6,27,0
33,White,Male,5,21,0
54,White,Male,4,11,1
48,Black,Male,9,33,1
32,Other,Male,4,56,0
38,White,Female,7,30,1
16,Asian,Female,2,52,0
26,Black,Male,10,14,0
22,Asian,Male,5,54,0
60,White,Male,2,46,0
62,Hispanic,Female,2,39,0
53,Black,Male,7,5,1
29,White,Female,7,18,0
63,White,Male,5,35,0
27,Asian,Male,3,54,1
57,White,Female,5,27,1
54,White,Female,9,54,1
61,Hispanic,Female,9,50,1
52,White,Male,4,20,0
22,Asian,Male,8,60,1
16,White,Male,7,43,1
16,White,Male,6,13,1
64,Asian,Female,10,39,1
25,White,Female,5,54,0
58,Black,Female,6,10,1
36,White,Male,6,11,1
58,Hispanic,Male,10,35,1
50,Asian,Female,9,37,1
19,White,Female,10,56,0
37,White,Male,8,12,1
49,White,Male,9,12,1
41,Asian,Male,3,50,0
23,Black,Male,1,11,0
54,White,Female,6,8,0
50,Black,Female,8,52,0
19,Asian,Female,9,59,1
25,White,Male,8,42,1
49,White,Female,6,25,0
22,Black,Female,10,19,1
18,Black,Female,6,8,1
34,White,Female,1,59,0
28,White,Female,3,46,0
33,White,Female,7,5,1
52,White,Male,10,28,1
27,White,Male,7,8,1
50,White,Male,3,15,1
45,Asian,Female,9,57,1
36,White,Male,8,53,1
21,Hispanic,Male,1,59,0
30,Hispanic,Male,3,11,0
34,Hispanic,Female,7,59,1
57,White,Male,8,13,0
16,White,Female,4,35,0
29,Other,Male,1,60,0
53,White,Male,3,40,0
17,White,Male,5,3,0
44,White,Male,6,28,1
28,Black,Male,10,20,1
39,Asian,Male,4,20,0
17,White,Female,5,7,1
28,White,Male,3,10,0
56,White,Female,4,59,0
64,Hispanic,Male,6,49,0
22,Black,Male,5,23,0
60,Black,Female,1,36,0
64,White,Female,10,30,1
48,White,Female,2,7,0
26,White,Female,10,17,1
48,Asian,Male,7,4,1
31,White,Male,1,5,0
32,Black,Male,9,38,1
45,Asian,Female,4,20,0
23,Black,Male,7,59,0
31,Black,Male,9,57,1
63,Black,Male,9,30,1
34,White,Female,9,44,0
47,White,Male,9,24,1
21,White,Male,3,50,0
52,White,Female,3,12,0
35,Black,Female,4,53,1
46,White,Male,2,37,0
17,White,Male,10,3,1
25,Asian,Male,4,25,0
27,Asian,Male,2,2,1
22,Asian,Female,8,52,0
61,Asian,Male,6,10,1
41,White,Female,5,29,1
30,White,Female,9,46,1
28,Black,Female,10,22,1
29,Black,Female,3,36,0
28,Black,Male,6,10,0
49,Black,Female,9,47,1
43,Asian,Male,10,7,0
60,Black,Male,5,46,0
57,White,Female,9,49,0
30,Hispanic,Male,1,3,0
32,Hispanic,Female,7,23,1
34,Black,Female,7,50,0
57,Asian,Female,10,16,1
51,White,Female,1,41,0
38,Black,Female,3,4,0
55,Black,Male,7,54,1
47,Hispanic,Male,1,55,0
46,Asian,Male,9,58,1
52,White,Male,8,58,0
24,Black,Male,2,5,0
48,Other,Female,3,51,0
25,White,Female,9,55,1
20,Asian,Male,10,55,1
53,White,Female,8,37,0
17,Black,Female,8,59,1
51,Hispanic,Female,3,53,0
26,Hispanic,Female,1,50,0
60,White,Female,2,36,1
17,Asian,Female,10,6,1
54,White,Female,2,18,1
61,Black,Male,7,4,1
37,White,Female,5,29,0
64,Asian,Male,2,43,0
22,White,Female,1,51,0
59,White,Male,4,35,0
60,White,Male,6,53,0
27,Hispanic,Male,1,47,0
50,Asian,Male,2,14,1
53,Asian,Female,10,29,1
44,Hispanic,Female,7,38,0
17,Asian,Female,7,35,0
50,White,Female,1,39,0
20,White,Male,1,17,0
35,White,Male,3,44,0
29,White,Female,4,40,0
33,White,Female,9,44,1
65,White,Male,7,32,0
44,White,Female,2,31,0
33,Black,Male,8,46,1
40,Black,Female,8,31,1
51,Asian,Female,2,19,0
51,Black,Female,5,22,1
55,Other,Male,5,25,1
62,Asian,Male,4,42,0
60,White,Female,10,44,1
58,Black,Male,4,41,1
46,White,Female,2,15,1
35,Asian,Male,6,26,0
35,White,Female,2,30,0
34,Hispanic,Male,2,15,0
38,Black,Female,2,22,1
62,Hispanic,Female,8,3,0
48,White,Female,8,28,0
35,Hispanic,Female,7,22,1
55,White,Male,2,45,0
56,Asian,Male,7,29,0
23,White,Female,1,2,0
20,Hispanic,Male,6,30,0
37,White,Male,2,8,0
38,Black,Female,10,49,1
18,White,Male,5,6,1
41,Black,Female,10,58,1
45,Black,Male,2,45,0
56,White,Male,7,56,0
45,White,Male,6,60,0
59,Hispanic,Male,3,30,0
38,Black,Male,4,38,0
23,White,Female,1,5,0
52,Asian,Male,6,13,0
46,Asian,Female,3,10,1
40,Hispanic,Male,7,59,0
47,Asian,Female,1,21,0
26,Hispanic,Male,6,24,0
23,Asian,Male,6,2,0
32,Black,Female,1,49,0
57,Asian,Male,10,32,1
56,Hispanic,Male,9,32,1
43,White,Female,9,58,1
29,White,Male,3,29,0
64,Black,Female,3,13,0
64,Asian,Male,5,3,0
25,White,Female,9,23,1
50,Black,Male,2,60,0
42,White,Male,3,22,0
59,White,Female,9,24,1
32,White,Male,8,11,1
40,Other,Male,8,43,0
48,White,Female,9,59,0
48,White,Male,2,19,0
46,White,Male,4,42,0
29,White,Female,6,45,1
41,White,Male,2,49,0
61,Hispanic,Male,8,1,0
32,White,Male,6,16,1
27,Black,Female,3,28,0
41,Black,Male,10,56,0
39,Hispanic,Female,9,28,0
34,Asian,Male,2,57,0
65,Asian,Male,8,5,0
60,White,Male,4,2,0
21,Black,Female,9,47,1
39,White,Male,4,5,1
48,White,Female,4,52,1
39,Black,Male,6,60,1
64,Hispanic,Female,4,13,1
28,Black,Female,5,8,1
62,White,Male,8,59,1
28,Asian,Male,10,60,1
60,White,Male,8,5,1
63,White,Female,7,29,1
28,Hispanic,Male,6,23,0
31,Black,Male,10,40,1
20,Hispanic,Male,5,6,1
59,Other,Male,1,20,0
24,White,Female,7,3,1
45,Asian,Female,9,18,1
32,Black,Male,1,35,0
65,White,Male,7,22,0
48,Asian,Male,9,41,1
24,Black,Female,6,44,0
54,Black,Male,8,12,1
63,White,Male,9,44,1
44,White,Male,5,32,1
54,Asian,Male,4,18,0
51,Black,Male,6,2,1
44,White,Female,7,42,0
56,Black,Female,6,16,1
51,Asian,Female,6,17,1
24,Black,Male,2,13,0
52,Asian,Male,3,14,1
43,White,Female,9,31,1
38,Hispanic,Female,3,2,0
45,White,Male,3,48,0
47,White,Male,5,48,0
22,Black,Female,5,2,1
27,Hispanic,Female,8,46,1
54,Hispanic,Female,7,2,1
17,Black,Male,5,14,1
21,White,Male,4,34,0
49,Asian,Male,8,10,1
25,White,Female,4,27,1
39,Asian,Male,6,40,1
55,White,Female,7,43,1
61,White,Female,2,60,0
57,Black,Female,4,29,1
29,Black,Male,4,54,1
32,White,Female,1,50,0
56,White,Male,10,15,1
55,Hispanic,Female,7,6,1
65,Black,Male,5,39,0
52,White,Male,5,32,0
60,White,Male,4,38,0
36,Asian,Male,3,48,0
64,Other,Male,1,7,0
32,Asian,Male,4,30,1
23,White,Male,1,24,0
43,White,Male,8,28,1
24,Black,Female,4,50,1
18,White,Male,5,54,1
27,Asian,Female,2,55,0
34,White,Female,10,43,1
34,White,Female,8,31,1
16,White,Male,9,10,1
21,White,Female,5,31,0
21,White,Male,2,41,0
23,White,Female,3,23,0
54,Asian,Female,4,45,0
16,Black,Female,2,54,0
32,Hispanic,Male,4,55,0
62,White,Female,3,37,0
34,Black,Female,2,32,1
34,Asian,Male,3,8,1
52,Black,Male,10,15,1
47,White,Male,3,5,0
28,Asian,Female,6,58,1
38,Hispanic,Male,5,5,1
40,Hispanic,Female,9,17,0
53,White,Female,2,3,0
36,Black,Male,4,41,1
56,Black,Female,5,25,1
37,Hispanic,Male,7,12,1
35,White,Female,2,7,0
32,White,Female,4,33,1
42,Asian,Female,1,15,0
39,Hispanic,Female,4,19,0
20,Hispanic,Male,10,1,1
36,White,Female,7,12,1
30,Black,Female,7,19,0
40,White,Male,8,28,0
27,Asian,Female,4,10,0
59,Black,Female,6,7,1
31,White,Female,1,39,0
41,White,Female,9,37,1
32,Hispanic,Male,6,53,1
44,Hispanic,Female,6,56,1
44,Black,Female,5,3,1
34,Black,Female,10,5,1
32,Black,Male,5,46,1
50,White,Male,3,26,0
32,White,Male,9,30,1
38,Black,Male,1,58,0
57,White,Female,1,27,0
17,Black,Female,7,32,1
16,Black,Female,1,7,1
39,Black,Female,3,19,0
16,White,Male,7,36,0
44,Asian,Male,7,1,1
18,Asian,Female,7,23,0
